/usr/local/lib/python3.8/dist-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/native/TensorShape.cpp:3423.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
<<<iteration:[20/657] - total_loss: 5.1420  obj_loss: 0.0719  noobj_loss: 3.3286  bbox_loss: 0.5320  cls_loss: 0.7457
<<<iteration:[40/657] - total_loss: 3.6397  obj_loss: 0.0520  noobj_loss: 2.6219  bbox_loss: 0.3610  cls_loss: 0.4715
<<<iteration:[60/657] - total_loss: 3.1291  obj_loss: 0.0571  noobj_loss: 2.3949  bbox_loss: 0.3018  cls_loss: 0.3654
<<<iteration:[80/657] - total_loss: 2.7706  obj_loss: 0.0430  noobj_loss: 2.1838  bbox_loss: 0.2613  cls_loss: 0.3293
<<<iteration:[100/657] - total_loss: 2.8573  obj_loss: 0.0473  noobj_loss: 2.0604  bbox_loss: 0.2957  cls_loss: 0.3011
<<<iteration:[120/657] - total_loss: 2.8664  obj_loss: 0.0427  noobj_loss: 1.9434  bbox_loss: 0.3095  cls_loss: 0.3044
<<<iteration:[140/657] - total_loss: 2.4828  obj_loss: 0.0468  noobj_loss: 1.8353  bbox_loss: 0.2524  cls_loss: 0.2561
<<<iteration:[160/657] - total_loss: 4.7442  obj_loss: 0.0398  noobj_loss: 2.0205  bbox_loss: 0.6776  cls_loss: 0.3062
<<<iteration:[180/657] - total_loss: 3.4136  obj_loss: 0.0369  noobj_loss: 1.9107  bbox_loss: 0.4298  cls_loss: 0.2723
<<<iteration:[200/657] - total_loss: 3.3978  obj_loss: 0.0364  noobj_loss: 1.8544  bbox_loss: 0.4247  cls_loss: 0.3108
<<<iteration:[220/657] - total_loss: 3.0685  obj_loss: 0.0409  noobj_loss: 1.8065  bbox_loss: 0.3664  cls_loss: 0.2925
<<<iteration:[240/657] - total_loss: 2.5087  obj_loss: 0.0403  noobj_loss: 1.6901  bbox_loss: 0.2680  cls_loss: 0.2832
<<<iteration:[260/657] - total_loss: 2.2614  obj_loss: 0.0463  noobj_loss: 1.6021  bbox_loss: 0.2305  cls_loss: 0.2614
<<<iteration:[280/657] - total_loss: 2.1131  obj_loss: 0.0427  noobj_loss: 1.5213  bbox_loss: 0.2084  cls_loss: 0.2675
<<<iteration:[300/657] - total_loss: 1.9473  obj_loss: 0.0444  noobj_loss: 1.4214  bbox_loss: 0.1898  cls_loss: 0.2433
<<<iteration:[320/657] - total_loss: 1.8667  obj_loss: 0.0450  noobj_loss: 1.3986  bbox_loss: 0.1773  cls_loss: 0.2360
<<<iteration:[340/657] - total_loss: 1.7455  obj_loss: 0.0426  noobj_loss: 1.3174  bbox_loss: 0.1631  cls_loss: 0.2289
<<<iteration:[360/657] - total_loss: 1.6608  obj_loss: 0.0454  noobj_loss: 1.2636  bbox_loss: 0.1528  cls_loss: 0.2196
<<<iteration:[380/657] - total_loss: 1.6139  obj_loss: 0.0415  noobj_loss: 1.2169  bbox_loss: 0.1490  cls_loss: 0.2192
<<<iteration:[400/657] - total_loss: 1.7813  obj_loss: 0.0383  noobj_loss: 1.2537  bbox_loss: 0.1776  cls_loss: 0.2284
<<<iteration:[420/657] - total_loss: 1.9690  obj_loss: 0.0471  noobj_loss: 1.2918  bbox_loss: 0.2097  cls_loss: 0.2273
<<<iteration:[440/657] - total_loss: 1.6357  obj_loss: 0.0384  noobj_loss: 1.1481  bbox_loss: 0.1618  cls_loss: 0.2142
<<<iteration:[460/657] - total_loss: 1.5373  obj_loss: 0.0439  noobj_loss: 1.0769  bbox_loss: 0.1503  cls_loss: 0.2033
<<<iteration:[480/657] - total_loss: 1.4510  obj_loss: 0.0470  noobj_loss: 1.0118  bbox_loss: 0.1403  cls_loss: 0.1968
<<<iteration:[500/657] - total_loss: 1.3864  obj_loss: 0.0508  noobj_loss: 0.9906  bbox_loss: 0.1310  cls_loss: 0.1856
<<<iteration:[520/657] - total_loss: 1.3831  obj_loss: 0.0514  noobj_loss: 0.9640  bbox_loss: 0.1345  cls_loss: 0.1770
<<<iteration:[540/657] - total_loss: 1.3113  obj_loss: 0.0459  noobj_loss: 0.9302  bbox_loss: 0.1258  cls_loss: 0.1713
<<<iteration:[560/657] - total_loss: 1.2432  obj_loss: 0.0492  noobj_loss: 0.8933  bbox_loss: 0.1174  cls_loss: 0.1607
<<<iteration:[580/657] - total_loss: 1.2478  obj_loss: 0.0443  noobj_loss: 0.8515  bbox_loss: 0.1204  cls_loss: 0.1755
<<<iteration:[600/657] - total_loss: 1.2243  obj_loss: 0.0537  noobj_loss: 0.8339  bbox_loss: 0.1164  cls_loss: 0.1717
<<<iteration:[620/657] - total_loss: 1.1400  obj_loss: 0.0498  noobj_loss: 0.8340  bbox_loss: 0.1003  cls_loss: 0.1717
<<<iteration:[640/657] - total_loss: 1.1702  obj_loss: 0.0475  noobj_loss: 0.8573  bbox_loss: 0.1056  cls_loss: 0.1662
epoch:1/100 - Train Loss: 2.2125, Val Loss: 1.1080
<<<iteration:[20/657] - total_loss: 1.2545  obj_loss: 0.0499  noobj_loss: 0.8655  bbox_loss: 0.1217  cls_loss: 0.1631
<<<iteration:[40/657] - total_loss: 1.0774  obj_loss: 0.0574  noobj_loss: 0.7916  bbox_loss: 0.0951  cls_loss: 0.1485
<<<iteration:[60/657] - total_loss: 1.0721  obj_loss: 0.0599  noobj_loss: 0.7632  bbox_loss: 0.0947  cls_loss: 0.1569
<<<iteration:[80/657] - total_loss: 1.0410  obj_loss: 0.0521  noobj_loss: 0.7201  bbox_loss: 0.0960  cls_loss: 0.1487
<<<iteration:[100/657] - total_loss: 0.9962  obj_loss: 0.0610  noobj_loss: 0.6803  bbox_loss: 0.0899  cls_loss: 0.1456
<<<iteration:[120/657] - total_loss: 1.0383  obj_loss: 0.0628  noobj_loss: 0.6666  bbox_loss: 0.0985  cls_loss: 0.1495
<<<iteration:[140/657] - total_loss: 1.0120  obj_loss: 0.0709  noobj_loss: 0.6685  bbox_loss: 0.0927  cls_loss: 0.1434
<<<iteration:[160/657] - total_loss: 0.9672  obj_loss: 0.0668  noobj_loss: 0.6645  bbox_loss: 0.0914  cls_loss: 0.1109
<<<iteration:[180/657] - total_loss: 0.9677  obj_loss: 0.0595  noobj_loss: 0.6329  bbox_loss: 0.0920  cls_loss: 0.1316
<<<iteration:[200/657] - total_loss: 0.9248  obj_loss: 0.0631  noobj_loss: 0.6159  bbox_loss: 0.0839  cls_loss: 0.1341
<<<iteration:[220/657] - total_loss: 0.8152  obj_loss: 0.0753  noobj_loss: 0.5719  bbox_loss: 0.0670  cls_loss: 0.1188
<<<iteration:[240/657] - total_loss: 0.8305  obj_loss: 0.0788  noobj_loss: 0.5737  bbox_loss: 0.0639  cls_loss: 0.1454
<<<iteration:[260/657] - total_loss: 0.8696  obj_loss: 0.0588  noobj_loss: 0.5646  bbox_loss: 0.0799  cls_loss: 0.1290
<<<iteration:[280/657] - total_loss: 0.8155  obj_loss: 0.0646  noobj_loss: 0.5483  bbox_loss: 0.0702  cls_loss: 0.1255
<<<iteration:[300/657] - total_loss: 0.7806  obj_loss: 0.0698  noobj_loss: 0.5356  bbox_loss: 0.0659  cls_loss: 0.1136
<<<iteration:[320/657] - total_loss: 0.7750  obj_loss: 0.0749  noobj_loss: 0.5083  bbox_loss: 0.0646  cls_loss: 0.1228
<<<iteration:[340/657] - total_loss: 0.7618  obj_loss: 0.0748  noobj_loss: 0.4985  bbox_loss: 0.0642  cls_loss: 0.1169
<<<iteration:[360/657] - total_loss: 0.7520  obj_loss: 0.0771  noobj_loss: 0.5054  bbox_loss: 0.0631  cls_loss: 0.1065
<<<iteration:[380/657] - total_loss: 0.8193  obj_loss: 0.0837  noobj_loss: 0.5093  bbox_loss: 0.0690  cls_loss: 0.1359
<<<iteration:[400/657] - total_loss: 0.7336  obj_loss: 0.0790  noobj_loss: 0.4749  bbox_loss: 0.0592  cls_loss: 0.1210
<<<iteration:[420/657] - total_loss: 0.7525  obj_loss: 0.0842  noobj_loss: 0.4640  bbox_loss: 0.0647  cls_loss: 0.1127
<<<iteration:[440/657] - total_loss: 0.7464  obj_loss: 0.0763  noobj_loss: 0.4540  bbox_loss: 0.0652  cls_loss: 0.1172
<<<iteration:[460/657] - total_loss: 0.7328  obj_loss: 0.0826  noobj_loss: 0.4387  bbox_loss: 0.0608  cls_loss: 0.1268
<<<iteration:[480/657] - total_loss: 0.7174  obj_loss: 0.0757  noobj_loss: 0.4258  bbox_loss: 0.0610  cls_loss: 0.1238
<<<iteration:[500/657] - total_loss: 0.6995  obj_loss: 0.0786  noobj_loss: 0.4160  bbox_loss: 0.0592  cls_loss: 0.1170
<<<iteration:[520/657] - total_loss: 0.6879  obj_loss: 0.0916  noobj_loss: 0.4085  bbox_loss: 0.0557  cls_loss: 0.1136
<<<iteration:[540/657] - total_loss: 0.6565  obj_loss: 0.0867  noobj_loss: 0.3969  bbox_loss: 0.0526  cls_loss: 0.1086
<<<iteration:[560/657] - total_loss: 0.6424  obj_loss: 0.0876  noobj_loss: 0.3862  bbox_loss: 0.0449  cls_loss: 0.1372
<<<iteration:[580/657] - total_loss: 0.6277  obj_loss: 0.0829  noobj_loss: 0.3877  bbox_loss: 0.0501  cls_loss: 0.1005
<<<iteration:[600/657] - total_loss: 0.6481  obj_loss: 0.0756  noobj_loss: 0.3744  bbox_loss: 0.0556  cls_loss: 0.1075
